product_url,title,media,height_cm,width_cm,price_gbp
https://www.bearspace.co.uk/product-page/fragstudy-3-by-jim-cheatle,Fragstudy 3 by Jim Cheatle,"resin,  pigments,  inkjet prints,  mdf",30.5,23.0,490.0
https://www.bearspace.co.uk/product-page/facet-by-vic-wright,Facet by Vic Wright,13k gold leaf and grey casting cement.,10.0,6.0,140.0
https://www.bearspace.co.uk/product-page/conversation-2-by-vic-wright,Conversation 2 by Vic Wright,black and white casting cement with 24k gold leaf,12.0,8.0,320.0
https://www.bearspace.co.uk/product-page/conversation-3-by-vic-wright,Conversation 3 by Vic Wright,"fine white casting cement,  ink,  crystals and 24k gold leaf",12.0,10.0,340.0
https://www.bearspace.co.uk/product-page/green-sanctuary-by-dionne-cole,Green Sanctuary by Dionne Cole,sculpted hand and laser cut paper,,,1200.0
https://www.bearspace.co.uk/product-page/facet-2-by-vic-wright,Facet 2 by Vic Wright,"24k gold leaf,  white casting cement and ink",7.0,7.0,140.0
https://www.bearspace.co.uk/product-page/facet-3-by-vic-wright,Facet 3 by Vic Wright,"fine white casting cement,  ink and 18k gold",7.0,7.0,140.0
https://www.bearspace.co.uk/product-page/facet-4-by-vic-wright,Facet 4 by Vic Wright,fine white casting cement and 24k gold leaf,7.5,6.0,140.0
https://www.bearspace.co.uk/product-page/facet-5-by-vic-wright,Facet 5 by Vic Wright,"fine white casting cement,  ink and 24k gold leaf",8.0,6.5,140.0
https://www.bearspace.co.uk/product-page/shades-of-coral-ii-by-dionne-cole,Shades of Coral II by Dionne Cole,sculpted hand and laser cut paper,,,490.0
https://www.bearspace.co.uk/product-page/flight-by-dionne-cole,Flight by Dionne Cole,sculpted hand and laser cut paper,,,2800.0
https://www.bearspace.co.uk/product-page/i-see-beauty-in-everything-by-dominic-badnum,I See Beauty In Everything by Dominic Badnum,oil on canvas with charcoal and watercolour,,,1600.0
https://www.bearspace.co.uk/product-page/the-tide-seems-to-whisper-your-name-by-dominic-badnum,The Tide Seems To Whisper Your Name by Dominic Badnum,oil on canvas,,,1600.0
https://www.bearspace.co.uk/product-page/take-my-hand-by-dominic-badnum,Take My Hand by Dominic Badnum,oil on canvas with charcoal and watercolour,40.0,50.0,840.0
https://www.bearspace.co.uk/product-page/you-took-my-breath-away-by-dominic-badnum,This Day Is Ours by Dominic Bradnum,"oil with charcoal,  watercolour and pencil on canvas",40.0,50.0,640.0
https://www.bearspace.co.uk/product-page/disperse-by-dionne-cole,Disperse by Dionne Cole,"sculpted hand and laser cut paper,  pins",76.0,101.6,1400.0
https://www.bearspace.co.uk/product-page/purple-motion-by-dionne-cole,Purple Motion by Dionne Cole,"sculpted hand and laser cut paper,  pins",59.4,84.1,1200.0
https://www.bearspace.co.uk/product-page/and-the-sunset-by-jane-ward,And The Sunset by Jane Ward,digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/to-the-zenith-sheight-by-jane-ward,To The Zenith'sHeight by Jane Ward,digital print on canvas with dissolved ink and pigment,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/from-the-curved-horizon-by-jane-ward,From the Curved Horizon by Jane Ward,digital print on canvas with dissolved ink and gold leaf,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/spangled-by-john-greenwood,Spangled by John Greenwood,oil on canvas,35.0,30.0,3000.0
https://www.bearspace.co.uk/product-page/el-dorado-by-john-greenwood,El Dorado by John Greenwood,oil on gessoed canvas on board,45.0,38.0,3800.0
https://www.bearspace.co.uk/product-page/museum-of-now-by-john-greenwood,Museum of now by John Greenwood,oil on gessoed canvas on board,45.0,38.0,9800.0
https://www.bearspace.co.uk/product-page/entry-point-by-joseph-stokes,Entry Point by Joseph Stokes,graphite on paper,50.0,40.0,720.0
https://www.bearspace.co.uk/product-page/where-stars-dissolve-by-bella-easton,Where Stars Dissolve by Bella Easton,pencil on arches paper,56.0,41.0,3200.0
https://www.bearspace.co.uk/product-page/angel-heart-by-bella-easton,ANGEL HEART by Bella Easton,pencil on arches paper,56.0,41.0,3200.0
https://www.bearspace.co.uk/product-page/white-sitting-double-by-vic-wright,White Sitting Double by Vic Wright,24k gold leaf & white casting cement,13.5,10.0,290.0
https://www.bearspace.co.uk/product-page/standing-triple-black-grey-and-white-by-vic-wright,Standing Triple Black Grey and White by Vic Wright,white and grey casting cement with ink,14.0,11.0,340.0
https://www.bearspace.co.uk/product-page/meld-3-by-vic-wright,Meld 3 by Vic Wright,"13k gold leaf,  white casting cement and ink",18.0,12.0,440.0
https://www.bearspace.co.uk/product-page/standing-white-and-grey-speckle-by-vic-wright,Standing White and Grey speckle by Vic Wright,white and grey fine casting cement with white wax,14.0,13.0,325.0
https://www.bearspace.co.uk/product-page/standing-triple-grey-and-black-by-vic-wright,Standing Triple Grey and Black by Vic Wright,24k gold leaf with casting cement,15.0,14.0,380.0
https://www.bearspace.co.uk/product-page/standing-grey-double-by-vic-wright,Standing Grey double by Vic Wright,grey casting cement,12.0,6.5,180.0
https://www.bearspace.co.uk/product-page/standing-white-black-gold-by-vic-wright,"Standing White , black & gold by Vic Wright","lichen gilded with 24k gold leaf,  moss with ground copper,  and white casting cement",12.0,6.0,280.0
https://www.bearspace.co.uk/product-page/emplacement-6-by-victoria-ashdown,Emplacement 6 by Victoria Ashdown,"green acrylic,  concrete,  wire",20.0,21.0,240.0
https://www.bearspace.co.uk/product-page/emplacement-7-by-victoria-ashdown,Emplacement 7 by Victoria Ashdown,"orange acrylic,  concrete,  wire",13.0,23.0,240.0
https://www.bearspace.co.uk/product-page/follow-by-deanna-lewis,"""Follow"" by Deanna Lewis",acrylic and oil paint on canvas,35.0,50.0,340.0
https://www.bearspace.co.uk/product-page/point-by-deanna-lewis,"""Point"" by Deanna Lewis",acrylic and oil paint on canvas,35.0,50.0,340.0
https://www.bearspace.co.uk/product-page/exchange-by-deanna-lewis,"""Exchange"" by Deanna Lewis",acrylic and oil paint on canvas,35.0,50.0,340.0
https://www.bearspace.co.uk/product-page/shift-by-deanna-lewis,"""Shift"" by Deanna Lewis",acrylic and oil paint on canvas,40.0,60.0,440.0
https://www.bearspace.co.uk/product-page/push-by-deanna-lewis,"""Push"" by Deanna Lewis",acrylic and oil paint on canvas,40.0,60.0,440.0
https://www.bearspace.co.uk/product-page/stroke-by-deanna-lewis,"""Stroke"" by Deanna Lewis",acrylic and oil paint on canvas,40.0,60.0,440.0
https://www.bearspace.co.uk/product-page/the-reaches-by-chris-hawtin,The Reaches by Chris Hawtin,oil on canvas,50.0,60.0,940.0
https://www.bearspace.co.uk/product-page/the-chaos-by-chris-hawtin,The Chaos by Chris Hawtin,oil on canvas,50.0,60.0,940.0
https://www.bearspace.co.uk/product-page/with-tomorrow-by-chris-hawtin,With Tomorrow by Chris Hawtin,oil on canvas,50.0,60.0,940.0
https://www.bearspace.co.uk/product-page/sshhh-by-dominic-bradnum,SSHHH by Dominic Bradnum,oil on canvas,40.0,50.0,640.0
https://www.bearspace.co.uk/product-page/message-of-undying-love-by-dominic-bradnum,Message Of Undying Love by Dominic Bradnum,"oil,  watercolour,  charcoal and ink on canvas",110.0,150.0,2400.0
https://www.bearspace.co.uk/product-page/wherever-you-go-i-will-follow-by-dominic-bradnum,"Wherever You Go, I Will Follow by Dominic Bradnum","oil,  watercolour,  charcoal and ink on canvas",70.0,100.0,1400.0
https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward-1,The High Way (Peak) by Jane Ward,digital print on canvas with hand dissolved ink,90.0,70.0,940.0
https://www.bearspace.co.uk/product-page/unfathomable-deeps-by-jane-ward,Unfathomable Deeps by Jane Ward,digital print on canvas with hand dissolved ink,70.0,90.0,840.0
https://www.bearspace.co.uk/product-page/take-our-time-someday-by-chris-hawtin,Take Our Time (Someday) by Chris Hawtin,oil and acrylic on canvas,40.0,30.0,640.0
https://www.bearspace.co.uk/product-page/embers-by-chris-hawtin,Embers by Chris Hawtin,oil and acrylic on canvas,40.0,30.0,640.0
https://www.bearspace.co.uk/product-page/loneliness-by-chris-hawtin,Loneliness by Chris Hawtin,"oil,  acrylic and pigment on canvas",40.0,30.0,640.0
https://www.bearspace.co.uk/product-page/guiding-light-by-chris-hawtin,Guiding Light by Chris Hawtin,oil & acrylic on canvas,40.0,30.0,695.0
https://www.bearspace.co.uk/product-page/the-castle-by-chris-hawtin,The Castle by Chris Hawtin,oil & acrylic on canvas,90.0,70.0,1400.0
https://www.bearspace.co.uk/product-page/the-mortal-frame-by-chris-hawtin,The Mortal Frame by Chris Hawtin,oil & acrylic on canvas,99.0,99.0,1600.0
https://www.bearspace.co.uk/product-page/sovereign,Sovereign,mixed media,22.0,1413.5,640.0
https://www.bearspace.co.uk/product-page/recon-drones-by-chris-hawtin,Recon Drones by Chris Hawtin,mixed media,22.0,1413.5,640.0
https://www.bearspace.co.uk/product-page/copy-of-recon-drones-by-chris-hawtin,copy of Recon Drones by Chris Hawtin,mixed media,22.0,1413.5,640.0
https://www.bearspace.co.uk/product-page/capital-drone-by-chris-hawtin,Capital Drone by Chris Hawtin,mixed media,22.0,1413.5,640.0
https://www.bearspace.co.uk/product-page/factory-by-chris-hawtin,Factory by Chris Hawtin,mixed media,22.0,1413.5,640.0
https://www.bearspace.co.uk/product-page/bridge-over-garden-city-state-by-jane-ward,Bridge Over Garden City State by Jane Ward,archival digital print on canvas,90.0,120.0,1800.0
https://www.bearspace.co.uk/product-page/the-high-way-peak-by-jane-ward,The High Way (Pass) by Jane Ward,digital print on canvas with hand dissolved ink,90.0,70.0,940.0
https://www.bearspace.co.uk/product-page/yellow-wall-by-lucinda-metcalfe-1,Yellow Wall by Lucinda Metcalfe,oil paint and acrylic on board,60.0,80.0,1200.0
https://www.bearspace.co.uk/product-page/skywalk-by-jane-ward,Skywalk by Jane Ward,digital print on canvas with dissolved ink,90.0,70.0,940.0
https://www.bearspace.co.uk/product-page/emplacement-1-by-victoria-ashdown,Emplacement 1 by Victoria Ashdown,"red acrylic,  steel,  wire",30.0,30.0,140.0
https://www.bearspace.co.uk/product-page/myriorama-room-series-lamp-by-bella-easton,MYRIORAMA ROOM series - LAMP by Bella Easton,88 hand coloured copper plate etchings on 400gsm velin arches and conservation board,89.0,117.0,2800.0
https://www.bearspace.co.uk/product-page/myriorama-room-series-fireplace-ii-by-bella-easton,MYRIORAMA ROOM series – FIREPLACE II by Bella Easton,88 hand coloured copper plate etchings on 400gsm velin arches and conservation board,89.0,117.0,2800.0
https://www.bearspace.co.uk/product-page/chiral-vi-by-bella-easton,Chiral VI by Bella Easton,watercolour and hand coloured copper plate etching on velin arches,40.0,18.0,940.0
https://www.bearspace.co.uk/product-page/chiral-v-by-bella-easton,Chiral V by Bella Easton,watercolour and hand coloured copper plate etching on velin arches,40.0,18.0,940.0
https://www.bearspace.co.uk/product-page/chiral-iv-by-bella-easton,Chiral IV by Bella Easton,watercolour and hand coloured copper plate etching on velin arches,40.0,18.0,940.0
https://www.bearspace.co.uk/product-page/chiral-iii-by-bella-easton,Chiral III by Bella Easton,watercolour and hand coloured copper plate etching on velin arches,40.0,18.0,940.0
https://www.bearspace.co.uk/product-page/chiral-ii-by-bella-easton,Chiral II by Bella Easton,watercolour and hand coloured copper plate etching on velin arches,40.0,18.0,940.0
https://www.bearspace.co.uk/product-page/overland-1-by-jane-ward,Overland 1 by Jane Ward,archival digital print on canvas,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/overland-2-by-jane-ward,Overland 2 by Jane Ward,archival digital print on canvas,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/overland-3-by-jane-ward,Overland 3 by Jane Ward,archival digital print on canvas,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/overland-4-by-jane-ward,Overland 4 by Jane Ward,archival digital print on canvas,90.0,120.0,1400.0
https://www.bearspace.co.uk/product-page/alpine-1-by-jane-ward,Alpine 1 by Jane Ward,digital print on canvas with hand dissolved ink,40.0,30.0,290.0
https://www.bearspace.co.uk/product-page/alpine-2-by-jane-ward,Alpine 2 by Jane Ward,digital print on canvas with hand dissolved ink,40.0,30.0,290.0
https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward,Alpine 4 by Jane Ward,digital print on canvas with hand dissolved ink,40.0,30.0,290.0
https://www.bearspace.co.uk/product-page/alpine-3-by-jane-ward-1,Alpine 3 by Jane Ward,digital print on canvas with hand dissolved ink,40.0,30.0,290.0
https://www.bearspace.co.uk/product-page/summer-breeze-by-lucinda-metcalfe,Summer Breeze by Lucinda Metcalfe,oil paint on primed paper,57.5,45.0,690.0
https://www.bearspace.co.uk/product-page/garden-city-state-1b-by-jane-ward,Garden City State 1b by Jane Ward,digital print with hand dissolved ink and gold leaf,60.0,45.0,490.0
https://www.bearspace.co.uk/product-page/garden-city-state-1c-by-jane-ward,Garden City State 1c by Jane Ward,digital print with hand dissolved ink and gold leaf,60.0,45.0,490.0
https://www.bearspace.co.uk/product-page/then-all-was-calm,Then All Was Calm... by Dominic Bradnum,"oil with charcoal,  watercolour,  salt & sand on canvas",,,2400.0
https://www.bearspace.co.uk/product-page/i-crash-into-your-arms,I Crash Into Your Arms by Dominic Bradnum,"oil with charcoal,  watercolour,  salt & sand on canvas",,,1400.0
https://www.bearspace.co.uk/product-page/under-a-bruised-and-leaden-sky-by-dominic-badnum,Under A Bruised And Leaden Sky by Dominic Badnum,oil with charcoal & watercolour on canvas,,,1600.0
https://www.bearspace.co.uk/product-page/anxiety-machines,Anxiety Machines by Chris Hawtin,"oil,  enamel and acrylic on canvas",99.0,99.0,1600.0
https://www.bearspace.co.uk/product-page/gregor-s-hollow-by-chris-hawtin,Gregor's Hollow by Chris Hawtin,"oil,  enamel,  acrylic and resin on canvas",198.0,198.0,4000.0
https://www.bearspace.co.uk/product-page/jerome-s-peak-by-chris-hawtin,Jerome's Peak by Chris Hawtin,"oil, enamel and acrylic on canvas",132.0,143.0,2400.0
https://www.bearspace.co.uk/product-page/photeus-at-the-pythia-by-chris-hawtin,Photeus at the Pythia by Chris Hawtin,oil and acrylic on canvas,70.0,70.0,1200.0
https://www.bearspace.co.uk/product-page/protist-peak-by-chris-hawtin,Protist Peak by Chris Hawtin,oil and acrylic on canvas,40.0,50.0,690.0
https://www.bearspace.co.uk/product-page/relic-engines-by-chris-hawtin,Relic Engines by Chris Hawtin,"oil,  enamel and acrylic on canvas",45.0,40.0,690.0
https://www.bearspace.co.uk/product-page/seth-s-narrows-by-chris-hawtin,Seth's Narrows by Chris Hawtin,oil and acrylic on canvas,59.0,47.0,800.0
https://www.bearspace.co.uk/product-page/the-cope-marsh-station,The Cope Marsh Station by Chris Hawtin,oil on canvas,86.0,86.0,1400.0
https://www.bearspace.co.uk/product-page/tilt-by-chris-hawton,Tilt by Chris Hawton,oil and acrylic on canvas,51.0,46.0,800.0
https://www.bearspace.co.uk/product-page/the-scientist-by-chris-hawtin,The Scientist by Chris Hawtin,screen print on paper,76.0,56.0,250.0
https://www.bearspace.co.uk/product-page/the-vandal-by-chris-hawtin,The Vandal by Chris Hawtin,screenprint on paper,76.0,56.0,250.0
https://www.bearspace.co.uk/product-page/gcs-high-rise-jane-ward,(GCS) High Rise - Jane Ward,digital print with dissolved ink,80.0,60.0,990.0
https://www.bearspace.co.uk/product-page/feralis-by-suzanne-moxhay,Feralis by Suzanne Moxhay,archival digital print,68.0,55.0,690.0
https://www.bearspace.co.uk/product-page/boondocks-by-suzanne-moxhay,Boondocks by Suzanne Moxhay,archival digital print,92.0,45.0,690.0
https://www.bearspace.co.uk/product-page/athne-by-suzanne-moxhay,Athne by Suzanne Moxhay,archival digital print,100.0,50.0,690.0
https://www.bearspace.co.uk/product-page/gloaming-by-suzanne-moxhay,Gloaming by Suzanne Moxhay,archival digital print,60.0,40.0,690.0
https://www.bearspace.co.uk/product-page/bayou,Bayou,archival digital print,100.0,44.0,690.0
https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-5,"'Retreating, then advancing repeatedly over the centuries'5 by Janie Kidston",archival inkjet print,50.0,60.0,540.0
https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-3-by-janie-kidston,"'Retreating, then advancing repeatedly over the centuries 3' by Janie Kidston",archival inkjet print,50.0,60.0,540.0
https://www.bearspace.co.uk/product-page/retreating-then-advancing-repeatedly-over-the-centuries-6-by-janie-kidston,"'Retreating, then advancing repeatedly over the centuries 6' by Janie Kidston",archival inkjet print,50.0,60.0,540.0
https://www.bearspace.co.uk/product-page/walking-out-over-ice-in-midsummer-1,Walking Out Over Ice in Midsummer 1 by Janie Kidston,archival digital print,,,940.0
https://www.bearspace.co.uk/product-page/moving-from-the-side-of-the-vallery,Moving from the side of the valley by Janie Kidston,archival digital print,50.0,60.0,540.0
https://www.bearspace.co.uk/product-page/neon-pool,Lucinda Metcalfe - Neon Pool,acrylic and oil on board,39.0,49.5,640.0
https://www.bearspace.co.uk/product-page/jubellied-joy-song-by-nadja-gabriela-plein,Jubellied (joy song) by Nadja Gabriela Plein,paint onto aluminium with subframe,50.0,41.0,490.0
https://www.bearspace.co.uk/product-page/sky-walk-by-jane-ward,Sky Walk by Jane ward,digital print on canvas with dissolved ink,90.0,70.0,940.0
https://www.bearspace.co.uk/product-page/castle-by-jane-ward,Castle by Jane Ward,digital print on canvas with dissolved ink,90.0,70.0,940.0
https://www.bearspace.co.uk/product-page/amongst-the-impcat-scars,Amongst the Impcat Scars by Jane Ward,digital print on canvas with hand dissoved ink,125.0,90.0,1400.0
https://www.bearspace.co.uk/product-page/heated-discussion-by-lucinda-metcalfe,Heated Discussion by Lucinda Metcalfe,oil paint on board,43.0,38.0,640.0
https://www.bearspace.co.uk/product-page/secret-place-by-natasha-kissell,Secret Place by Natasha Kissell,oil paint onto canvas,70.0,60.0,940.0
https://www.bearspace.co.uk/product-page/garden-city-state-1a-by-jane-ward,Garden City State 1a by Jane Ward,digital print with hand dissolved ink and gold leaf,60.0,45.0,490.0
https://www.bearspace.co.uk/product-page/march-by-chris-hawtin,March by Chris Hawtin,oil on canvas,57.0,62.0,940.0
https://www.bearspace.co.uk/product-page/the-hidden-city-by-chris-hawtin,The Hidden City by Chris Hawtin,oil and enamel on canvas,87.0,101.0,1600.0
https://www.bearspace.co.uk/product-page/the-dawn-chorus-by-chris-hawtin,The Dawn Chorus by Chris Hawtin,oil and acrylic on canvas,170.0,160.0,3800.0
https://www.bearspace.co.uk/product-page/myriorama-room-series-armchair-by-bella-easton,MYRIORAMA ROOM series –ARMCHAIR by Bella Easton,88 hand coloured copper plate etchings on 400gsm velin arches and conservation board,89.0,117.0,2800.0
https://www.bearspace.co.uk/product-page/yeti-over-mount-fuji-pantone-yellow-by-phil-ashcroft,YETI OVER MOUNT FUJI (PANTONE YELLOW) by Phil Ashcroft,screenprint on paper,59.4,42.0,150.0
https://www.bearspace.co.uk/product-page/ennio-fallen-by-chris-hawtin,Ennio Fallen by Chris Hawtin,"oil,  enamel,  acrylic and plaster on canvas",198.0,198.0,4000.0
https://www.bearspace.co.uk/product-page/venn-s-bluff-by-chris-hawtin,Venn's Bluff by Chris Hawtin,"oil,  enamel,  acrylic and plaster on canvas",180.0,180.0,3800.0
https://www.bearspace.co.uk/product-page/the-wheel-by-chris-hawtin,The Wheel by Chris Hawtin,"oil,  enamel,  acrylic and plaster on canvas",198.0,198.0,4000.0
https://www.bearspace.co.uk/product-page/emplacement-2-by-victoria-ashdown,Emplacement 2 by Victoria Ashdown,"yellow acrylic,  steel and wire",26.0,4.0,180.0
https://www.bearspace.co.uk/product-page/emplacement-3-by-victoria-ashdown,Emplacement 3 by Victoria Ashdown,"green acrylic,  wood,  steel,  wire",15.0,42.0,180.0
https://www.bearspace.co.uk/product-page/emplacement-4-by-victoria-ashdown,Emplacement 4 by Victoria Ashdown,"wood,  steel,  wire",43.0,25.0,180.0
https://www.bearspace.co.uk/product-page/emplacement-5-by-victoria-ashdown,Emplacement 5 by Victoria Ashdown,"pink acrylic,  wood,  steel,  wire",40.0,26.0,240.0
